id,web_name,element_type,form,now_cost,points_per_game,team,status,chance_of_playing_next_round,selected_by_percent,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,minutes,bps,event_points,fdr_avg,fixture_count,gw,actual_points
632,Ansah,4,0.0,5.0,0.0,11,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
637,Vaz,4,0.0,5.0,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,1
638,Norton-Cuffy,2,1.0,4.0,1.0,11,a,100.0,0.2,0.5,2.2,0.3,2.0,0.0,0.0,0.0,26,3,1,4.0,1,4,0
642,Thomas,3,1.0,5.5,1.0,11,a,100.0,0.0,1.4,3.2,10.8,0.0,0.0,0.04,0.04,27,5,1,4.0,1,4,1
645,Mouzakitis,3,0.0,5.0,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
259,Diop,2,2.3,4.0,2.3,12,a,100.0,14.8,8.9,75.2,11.9,2.0,0.0,0.02,0.02,270,24,3,3.0,1,4,1
267,Lukić,3,2.7,5.0,2.7,12,a,100.0,0.1,9.6,51.2,40.9,4.0,0.02,0.06,0.08,252,46,2,3.0,1,4,1
300,Walton,1,0.0,4.5,0.0,12,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
301,Palmer,1,0.0,4.0,0.0,12,a,100.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
302,Button,1,0.0,4.0,0.0,12,a,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
303,Kipré,2,0.0,4.0,0.0,12,a,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
304,O'Shea,2,2.3,4.0,2.3,12,a,100.0,3.1,11.6,71.8,29.7,15.0,0.07,0.18,0.25,270,7,3,3.0,1,4,1
305,Davis,2,3.0,4.0,3.0,12,a,100.0,5.1,18.8,79.6,38.5,69.0,0.65,0.25,0.9,270,15,1,3.0,1,4,14
306,Greaves,2,0.7,4.0,0.7,12,a,100.0,1.2,6.9,49.8,14.9,4.0,0.0,0.05,0.05,270,5,1,3.0,1,4,1
307,Johnson,2,0.0,4.0,0.0,12,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
308,Furlong,2,0.3,4.0,1.0,12,a,100.0,0.5,0.6,5.0,0.5,0.0,0.0,0.0,0.0,17,-1,0,3.0,1,4,0
309,Núñez,3,2.0,5.0,3.0,12,a,100.0,0.1,5.0,24.6,19.4,6.0,0.03,0.05,0.08,140,32,0,3.0,1,4,0
310,Matusiwa,3,0.0,4.9,0.0,12,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
311,Burns,3,0.0,5.0,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
312,Taylor,3,0.0,4.5,0.0,12,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
313,Clarke,3,2.7,5.5,4.0,12,a,100.0,0.2,7.1,37.0,12.3,22.0,0.15,0.02,0.17,43,30,1,3.0,1,4,1
314,Ogbene,3,0.0,4.9,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
315,Fatawu,3,2.7,5.5,2.7,12,a,100.0,0.2,17.3,55.4,103.6,14.0,0.03,0.78,0.81,225,61,2,3.0,1,4,1
316,Emersonn,4,4.0,5.5,4.0,12,a,100.0,1.7,13.7,49.8,37.4,50.0,1.04,0.06,1.1,175,56,2,3.0,1,4,12
317,Hirst,4,0.0,5.0,0.0,12,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
318,Philogene,3,0.0,5.4,0.0,12,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,1
319,Szmodics,3,0.0,5.0,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
320,Akpom,4,2.0,5.0,3.0,12,a,100.0,1.2,5.5,34.6,1.7,19.0,0.97,0.0,0.97,69,33,0,3.0,1,4,0
321,Walle Egeli,4,0.3,4.5,1.0,12,a,100.0,3.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10,3,0,3.0,1,4,0
322,Al-Hamadi,4,0.0,5.0,0.0,12,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
323,McAteer,3,1.0,4.5,1.0,12,a,100.0,1.2,1.4,4.6,1.8,7.0,0.05,0.0,0.05,42,12,1,3.0,1,4,0
324,Mehmeti,3,0.0,4.9,0.0,12,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
554,Van Oevelen,1,0.0,4.5,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
562,Maeda,3,2.0,5.4,2.0,12,a,100.0,0.3,7.4,28.8,2.9,43.0,0.71,0.01,0.72,216,26,2,3.0,1,4,1
564,Scherpen,1,2.0,4.5,2.0,12,a,100.0,0.6,8.8,88.6,0.0,0.0,0.0,0.01,0.01,270,34,2,3.0,1,4,1
571,Florentino,3,0.0,4.9,0.0,12,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,1
591,Enciso,3,3.7,5.5,3.7,12,a,100.0,0.8,16.5,53.6,48.9,62.0,0.87,0.64,1.51,250,65,1,3.0,1,4,2
592,Ouattara,2,1.0,4.0,1.0,12,a,100.0,0.9,3.4,9.4,24.6,0.0,0.0,0.02,0.02,39,7,1,3.0,1,4,1
602,Humphreys,3,0.0,4.5,0.0,12,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
619,Palacios,3,2.5,5.0,2.5,12,a,100.0,0.0,6.4,27.4,34.5,2.0,0.0,0.03,0.03,105,35,4,3.0,1,4,4
640,Flemming,4,1.0,5.5,1.0,12,a,100.0,0.0,1.1,3.2,0.5,7.0,0.02,0.01,0.03,24,4,1,3.0,1,4,5
260,Wilson,3,1.3,6.3,1.3,13,a,100.0,3.3,7.7,16.0,47.7,12.0,0.01,0.06,0.07,127,15,0,2.0,1,4,1
326,Perri,1,0.0,4.5,0.0,13,u,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
327,Bijol,2,4.0,5.0,4.0,13,a,100.0,0.9,5.4,38.2,0.6,15.0,0.11,0.0,0.11,164,29,1,2.0,1,4,0
329,Rodon,2,2.3,4.4,3.5,13,i,0.0,1.6,4.5,23.0,14.7,7.0,0.03,0.06,0.09,123,25,0,2.0,1,4,0
330,Bogle,2,7.3,4.5,7.3,13,a,100.0,1.5,11.2,61.0,14.1,37.0,0.9,0.03,0.93,217,63,14,2.0,1,4,15
331,Gudmundsson,2,0.7,4.5,2.0,13,a,100.0,0.1,1.6,12.6,1.2,2.0,0.0,0.0,0.0,90,9,2,2.0,1,4,6
332,Justin,2,5.3,4.5,5.3,13,a,100.0,1.5,11.3,66.0,15.6,32.0,0.17,0.02,0.19,270,49,4,2.0,1,4,2
333,Bornauw,2,0.0,4.5,0.0,13,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
334,Muharemović,2,4.7,5.0,4.7,13,a,100.0,3.5,11.9,96.4,2.2,21.0,0.09,0.02,0.11,270,52,4,2.0,1,4,7
335,Stach,3,6.3,6.0,6.3,13,a,100.0,2.8,16.3,87.8,35.8,39.0,0.49,0.16,0.65,270,57,2,2.0,1,4,3
336,Okafor,3,2.0,5.9,2.0,13,a,100.0,0.3,5.6,17.8,22.1,16.0,0.08,0.18,0.26,153,30,3,2.0,1,4,9
337,Aaronson,3,1.7,5.4,1.7,13,a,100.0,0.6,2.0,10.2,2.7,7.0,0.01,0.02,0.03,154,27,1,2.0,1,4,1
338,Ampadu,3,3.0,5.5,3.0,13,a,100.0,1.1,10.4,61.8,41.2,1.0,0.01,0.14,0.15,270,43,2,2.0,1,4,7
339,Longstaff,3,0.3,4.9,1.0,13,a,100.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,8,3,0,2.0,1,4,1
341,Gnonto,3,0.0,5.0,0.0,13,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
342,Harrison,3,0.0,5.0,0.0,13,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
343,James,3,0.3,5.0,1.0,13,a,100.0,0.1,1.1,0.0,1.1,12.0,0.24,0.01,0.25,22,2,0,2.0,1,4,1
344,Gruev,3,0.0,5.0,0.0,13,d,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
345,Tanaka,3,2.0,4.9,3.0,13,a,100.0,0.2,6.8,40.8,14.0,13.0,0.53,0.02,0.55,117,24,5,2.0,1,4,6
346,Calvert-Lewin,4,3.3,6.0,3.3,13,a,100.0,23.8,12.1,42.8,16.1,67.0,1.61,0.08,1.69,252,29,1,2.0,1,4,10
347,Nmecha,4,1.7,5.4,2.5,13,a,100.0,0.5,5.4,18.2,22.1,15.0,0.27,0.14,0.41,38,20,1,2.0,1,4,1
348,Piroe,4,0.0,5.0,0.0,13,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
349,Mateo Joseph,4,0.0,4.5,0.0,13,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
385,Trafford,1,5.0,5.0,5.0,13,a,100.0,5.4,9.2,91.8,0.0,0.0,0.0,0.0,0.0,270,66,3,2.0,1,4,3
598,Elvedi,2,1.7,4.5,2.5,13,a,100.0,0.0,7.8,43.6,22.2,12.0,0.0,0.57,0.57,146,21,4,2.0,1,4,2
603,Lienou,2,0.0,4.0,0.0,13,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
604,Cresswell,3,0.0,4.5,0.0,13,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
625,Cairns,1,0.0,4.0,0.0,13,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
629,Zetterer,1,0.0,4.0,0.0,13,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
641,Bard,2,0.0,4.5,0.0,13,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,1
648,Bahoya,3,0.0,5.0,0.0,13,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
350,A.Becker,1,3.3,5.5,3.3,14,a,100.0,3.8,5.6,55.8,0.0,0.0,0.0,0.0,0.0,270,37,8,2.0,1,4,9
351,Mamardashvili,1,0.0,4.9,0.0,14,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
352,Woodman,1,0.0,4.0,0.0,14,a,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
353,Pecsi,1,0.0,4.0,0.0,14,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
354,Jaros,1,0.0,4.0,0.0,14,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
355,Davies,1,0.0,4.0,0.0,14,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
356,Virgil,2,3.0,6.5,3.0,14,a,100.0,17.2,10.7,73.4,7.7,26.0,0.25,0.06,0.31,270,45,6,2.0,1,4,8
357,Frimpong,2,0.3,5.4,0.5,14,a,100.0,2.5,9.2,26.4,51.6,14.0,0.01,0.11,0.12,160,12,0,2.0,1,4,1
358,Kerkez,2,2.0,5.4,2.0,14,a,100.0,2.8,10.6,55.8,37.9,12.0,0.02,0.06,0.08,250,35,5,2.0,1,4,1
359,Gomez,2,0.0,5.0,0.0,14,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
360,Bradley,2,0.0,5.0,0.0,14,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
361,Lucky,2,0.0,4.0,0.0,14,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
362,Jacquet,2,3.0,5.0,3.0,14,a,100.0,2.7,10.9,66.0,39.5,4.0,0.0,0.1,0.1,235,50,5,2.0,1,4,9
363,Leoni,2,0.0,4.0,0.0,14,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
364,Tsimikas,2,0.3,4.9,1.0,14,a,100.0,0.1,1.4,3.6,1.3,9.0,0.04,0.01,0.05,19,4,0,2.0,1,4,1
365,Ramsay,2,0.0,4.0,0.0,14,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
366,Wirtz,3,3.0,7.4,3.0,14,a,100.0,8.4,19.4,44.2,76.2,73.0,0.67,0.29,0.96,242,53,3,2.0,1,4,3
367,Gakpo,3,9.3,7.2,9.3,14,a,100.0,14.7,27.7,116.8,104.5,56.0,0.36,1.2,1.56,250,97,11,2.0,1,4,1
368,Szoboszlai,3,5.0,7.0,5.0,14,a,100.0,38.3,25.5,91.2,117.7,46.0,1.17,0.52,1.69,270,73,3,2.0,1,4,3
369,Ngumoha,3,1.0,5.8,1.5,14,a,100.0,0.6,1.8,4.4,7.3,7.0,0.04,0.05,0.09,81,14,0,2.0,1,4,1
370,Chiesa,3,0.0,5.4,0.0,14,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
371,Gravenberch,3,2.3,5.9,2.3,14,a,100.0,1.4,6.5,31.0,29.8,4.0,0.06,0.06,0.12,122,35,1,2.0,1,4,1
372,Mac Allister,3,1.7,5.4,1.7,14,a,100.0,1.4,7.4,35.0,21.9,18.0,0.08,0.42,0.5,186,33,2,2.0,1,4,1
373,C.Jones,3,0.0,5.5,0.0,14,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
374,Endo,3,0.0,5.0,0.0,14,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
375,Nyoni,3,0.7,4.9,1.0,14,a,100.0,0.0,0.9,6.6,2.3,0.0,0.0,0.0,0.0,19,6,1,2.0,1,4,0
376,Bajcetic,3,0.0,5.0,0.0,14,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
377,Munoz,3,4.3,6.5,4.3,14,a,100.0,1.2,12.6,47.0,30.0,49.0,0.42,0.25,0.67,180,48,3,2.0,1,4,1
378,McConnell,3,0.0,4.5,0.0,14,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
379,Isak,4,7.7,9.1,7.7,14,a,100.0,20.8,29.1,112.4,31.3,148.0,2.29,0.06,2.35,243,97,13,2.0,1,4,2
380,Ekitiké,4,0.0,7.4,0.0,14,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
381,Koumas,3,0.7,5.0,1.0,14,a,100.0,0.0,0.9,1.2,0.5,7.0,0.03,0.0,0.03,13,7,1,2.0,1,4,0
382,Danns,4,0.0,4.5,0.0,14,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
383,Elliott,3,0.0,5.4,0.0,14,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4,0
579,Araujo,2,3.0,5.4,3.0,14,a,100.0,2.3,4.6,39.0,5.9,2.0,0.0,0.05,0.05,123,29,8,2.0,1,4,6
627,Barcola,3,1.0,8.0,1.0,14,a,100.0,1.8,1.6,3.0,10.5,2.0,0.0,0.07,0.07,26,5,1,2.0,1,4,3
155,Enzo,3,1.3,6.9,2.0,15,a,100.0,3.2,6.2,13.6,30.9,18.0,0.13,0.14,0.27,100,23,3,4.0,1,4,2
237,Ndiaye,3,5.3,5.9,5.3,15,a,100.0,10.0,20.1,60.4,72.2,68.0,0.28,0.43,0.71,266,64,3,4.0,1,4,1
384,Donnarumma,1,3.3,5.5,3.3,15,a,100.0,7.7,6.1,60.4,0.0,0.0,0.0,0.0,0.0,270,46,7,4.0,1,4,7
386,Bettinelli,1,0.0,4.5,0.0,15,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
387,O'Reilly,2,1.3,6.5,2.0,15,d,75.0,14.9,6.6,12.4,38.2,16.0,0.09,0.43,0.52,150,16,0,4.0,1,4,1
388,Guéhi,2,6.7,6.0,6.7,15,a,100.0,18.6,16.9,96.6,42.9,30.0,0.89,0.38,1.27,270,74,8,4.0,1,4,6
389,Matheus N.,2,0.3,5.9,1.0,15,a,100.0,1.0,0.9,3.8,1.5,4.0,0.0,0.04,0.04,33,4,0,4.0,1,4,9
390,Rúben,2,3.3,5.5,3.3,15,a,100.0,1.8,15.5,72.0,46.8,37.0,0.09,0.74,0.83,270,55,6,4.0,1,4,6
391,Gvardiol,2,7.3,5.6,7.3,15,a,100.0,19.9,17.1,94.0,51.0,26.0,0.2,0.11,0.31,254,77,8,4.0,1,4,11
392,Aït-Nouri,2,0.0,5.3,0.0,15,a,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
393,Khusanov,2,3.0,5.5,3.0,15,a,100.0,1.6,6.8,51.6,12.6,4.0,0.0,0.06,0.06,268,53,5,4.0,1,4,0
394,Alleyne,2,0.0,5.0,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
395,Lewis,2,0.3,4.5,1.0,15,a,100.0,0.2,4.7,3.8,3.8,39.0,0.17,0.02,0.19,56,-1,0,4.0,1,4,0
396,Vitor Reis,2,0.3,4.5,1.0,15,a,100.0,0.0,0.2,1.2,0.9,0.0,0.0,0.0,0.0,1,3,0,4.0,1,4,0
397,Semenyo,3,4.3,8.4,4.3,15,a,100.0,17.9,23.8,57.6,97.8,82.0,0.17,0.93,1.1,270,75,6,4.0,1,4,3
398,Foden,3,3.7,7.0,3.7,15,a,100.0,4.7,20.7,57.6,110.2,39.0,1.61,0.86,2.47,195,56,1,4.0,1,4,-2
399,Cherki,3,8.3,7.8,8.3,15,a,100.0,30.3,34.8,121.4,148.8,77.0,0.56,1.35,1.91,173,111,3,4.0,1,4,1
400,Doku,3,0.0,7.4,0.0,15,i,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
402,Rodrigo,3,0.0,6.5,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
404,Reijnders,3,0.0,6.0,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
406,Kovačić,3,0.7,5.4,1.0,15,a,100.0,0.1,0.9,4.2,5.2,0.0,0.0,0.02,0.02,42,12,0,4.0,1,4,0
407,Echeverri,3,0.0,4.9,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
408,Phillips,3,0.0,5.0,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
409,Mukasa,3,0.0,4.5,0.0,15,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
410,Monga,3,0.0,4.9,0.0,15,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
411,Haaland,4,8.0,15.5,8.0,15,a,100.0,71.2,30.4,121.6,18.9,164.0,2.46,0.5,2.96,270,106,9,4.0,1,4,9
481,Anderson,3,2.7,6.3,2.7,15,a,100.0,4.6,14.6,58.8,69.1,18.0,0.09,0.64,0.73,233,62,3,4.0,1,4,5
587,Rulli,1,0.0,5.0,0.0,15,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
616,Bouaddi,3,1.0,5.5,1.0,15,a,100.0,0.2,1.8,13.0,4.8,0.0,0.0,0.12,0.12,22,8,1,4.0,1,4,0
621,McAidoo,3,1.0,4.5,1.0,15,a,100.0,0.1,0.8,5.2,0.5,3.0,0.1,0.0,0.1,11,8,1,4.0,1,4,0
622,Braithwaite,2,0.5,4.0,1.0,15,a,100.0,0.2,0.1,0.6,0.8,0.0,0.0,0.0,0.0,1,3,0,4.0,1,4,0
628,Allan,3,0.0,6.0,0.0,15,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
653,Samba,3,0.0,4.5,0.0,15,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
43,Tielemans,3,2.7,5.9,2.7,16,a,100.0,1.8,16.7,56.8,76.5,33.0,0.56,0.28,0.84,246,56,2,4.0,1,4,2
131,Baleba,3,0.0,5.0,0.0,16,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
162,Andrey Santos,3,1.3,4.9,1.3,16,a,100.0,0.7,3.9,24.8,5.5,8.0,0.0,0.24,0.24,82,23,1,4.0,1,4,0
325,Darlow,1,0.0,4.5,0.0,16,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
412,Lammens,1,1.7,5.0,1.7,16,a,100.0,12.3,7.9,79.0,0.0,0.0,0.0,0.0,0.0,270,31,2,4.0,1,4,2
413,Bayindir,1,0.0,4.5,0.0,16,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
414,Heaton,1,0.0,4.0,0.0,16,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
415,Dorgu,3,0.7,5.8,0.7,16,a,100.0,0.6,7.3,11.2,14.2,57.0,0.65,0.05,0.7,75,-4,1,4.0,1,4,4
416,De Ligt,2,0.0,5.0,0.0,16,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
417,Dalot,2,1.3,4.9,1.3,16,a,100.0,2.0,14.5,28.8,76.2,39.0,0.16,0.13,0.29,166,26,1,4.0,1,4,2
418,Maguire,2,2.3,4.9,2.3,16,a,100.0,12.3,11.8,59.4,31.4,27.0,0.07,0.42,0.49,270,29,2,4.0,1,4,1
419,Martinez,2,1.3,5.0,2.0,16,a,100.0,1.2,3.9,33.8,2.1,3.0,0.03,0.06,0.09,180,9,3,4.0,1,4,2
420,Yoro,2,0.7,4.9,1.0,16,a,100.0,0.5,1.3,7.8,2.4,2.0,0.0,0.02,0.02,22,-1,1,4.0,1,4,0
421,Heaven,2,0.3,4.4,1.0,16,a,100.0,0.3,2.0,6.8,2.6,11.0,0.12,0.04,0.16,90,5,0,4.0,1,4,0
422,Mazraoui,2,1.0,4.5,1.0,16,a,100.0,0.6,6.4,21.0,31.2,11.0,0.22,0.06,0.28,97,6,1,4.0,1,4,0
423,Shaw,2,2.3,4.4,2.3,16,a,100.0,13.9,18.4,86.0,85.6,13.0,0.02,0.51,0.53,252,47,4,4.0,1,4,0
424,Amass,2,0.0,4.0,0.0,16,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
425,Fredricson,2,0.0,4.0,0.0,16,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
426,B.Fernandes,3,9.0,12.0,9.0,16,a,100.0,46.1,40.5,156.0,151.5,97.0,2.25,0.8,3.05,270,116,2,4.0,1,4,2
427,Mbeumo,3,7.0,7.9,7.0,16,a,100.0,25.5,28.3,95.0,85.1,102.0,2.31,0.47,2.78,270,78,8,4.0,1,4,2
428,Cunha,3,4.7,7.9,4.7,16,a,100.0,7.0,16.4,28.2,62.0,73.0,0.47,0.41,0.88,227,55,3,4.0,1,4,2
429,Rashford,3,2.0,7.0,2.0,16,a,100.0,1.6,19.6,31.4,95.4,70.0,0.26,0.21,0.47,193,37,3,4.0,1,4,2
430,Mount,3,0.0,5.4,0.0,16,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
431,Amad,3,0.0,5.8,0.0,16,i,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
432,Mainoo,3,4.7,5.5,4.7,16,a,100.0,1.3,9.7,52.2,34.2,11.0,0.21,0.35,0.56,185,64,9,4.0,1,4,4
433,Ugarte,3,0.0,5.0,0.0,16,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
434,J.Fletcher,3,0.0,5.0,0.0,16,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
435,Lacey,3,0.3,4.9,1.0,16,a,100.0,0.1,0.1,0.2,0.6,0.0,0.0,0.0,0.0,10,3,0,4.0,1,4,0
436,Collyer,3,0.0,5.0,0.0,16,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
437,Bendito Mantato,3,0.0,4.5,0.0,16,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
438,Fletcher,3,0.0,4.5,0.0,16,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
439,Šeško,4,2.3,7.0,2.3,16,a,100.0,1.6,7.6,33.4,11.2,32.0,0.33,0.01,0.34,53,35,5,4.0,1,4,1
440,Zirkzee,4,0.0,5.4,0.0,16,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,1
441,Obi,4,0.0,4.5,0.0,16,a,100.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4,0
405,N.Gonzalez,3,1.3,5.5,2.0,17,a,100.0,0.3,5.8,13.4,41.9,2.0,0.0,0.21,0.21,146,20,2,3.0,1,4,1
442,Pope,1,0.0,4.9,0.0,17,a,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
443,Gillespie,1,0.0,4.5,0.0,17,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4,0
